Label,Outer left eyebrow-x,Outer left eyebrow-y,Middle left eyebrow-x,Middle left eyebrow-y,Inner left eyebrow-x,Inner left eyebrow-y,Inner right eyebrow-x,Inner right eyebrow-y,Middle right eyebrow-x,Middle right eyebrow-y,Outer right eyebrow-x,Outer right eyebrow-y,Left temple-x,Left temple-y,Outer left eye corner-x,Outer left eye corner-y,Inner left eye corner-x,Inner left eye corner-y,Inner right eye corner-x,Inner right eye corner-y,Outer right eye corner-x,Outer right eye corner-y,Right temple-x,Right temple-y,Nose saddle left-x,Nose saddle left-y,Nose saddle right-x,Nose saddle right-y,Left nose peak-x,Left nose peak-y,Nose tip-x,Nose tip-y,Right nose peak-x,Right nose peak-y,Left mouth corner-x,Left mouth corner-y,Upper lip outer middle-x,Upper lip outer middle-y,Right mouth corner-x,Right mouth corner-y,Upper lip inner middle-x,Upper lip inner middle-y,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip outer middle-x,Lower lip outer middle-y,Chin middle-x,Chin middle-y,Left ear lobe-x,Left ear lobe-y,Right ear lobe-x,Right ear lobe-y
SADNESS,81.9118,364.132,163.794,307.838,427.353,323.191,657.647,343.662,885.382,320.632,1010.76,369.25,-1,-1,171.471,461.368,412.0,481.838,678.118,492.074,926.324,471.603,-1,-1,514.353,504.868,596.235,504.868,406.882,788.897,539.941,755.632,665.324,801.691,342.912,1031.99,519.471,975.691,721.618,1037.1,519.471,1008.96,519.471,1026.87,519.471,1072.93,527.147,1377.43,-1,-1,-1,-1
HAPPY,48.5588,374.572,167.268,306.377,394.585,339.211,626.952,341.737,821.434,296.274,965.401,346.789,-1,-1,152.114,465.498,374.379,473.075,654.735,473.075,877.0,455.395,-1,-1,472.882,510.961,568.86,508.436,379.43,766.061,525.923,718.072,662.313,773.638,260.721,952.965,515.82,907.502,770.919,945.388,518.346,942.862,513.294,1048.94,513.294,1096.93,520.871,1362.13,-1,-1,-1,-1
ANGER,90.8456,335.759,244.706,310.943,433.309,333.278,641.765,335.759,840.294,315.906,989.191,340.722,-1,-1,162.813,437.506,396.085,457.358,676.507,467.285,914.743,462.322,-1,-1,495.349,469.767,584.688,464.803,393.603,775.006,535.055,720.41,654.173,784.932,314.191,1008.28,517.684,956.164,698.842,1023.17,505.276,995.869,502.794,1010.76,502.794,1055.43,505.276,1335.85,-1,-1,-1,-1
ANGER,77.8529,536.985,220.088,547.926,381.471,594.426,649.529,569.809,783.559,526.044,925.794,528.779,-1,-1,121.618,668.279,378.735,692.897,641.324,690.162,879.294,665.544,-1,-1,469.0,681.956,575.676,679.221,378.735,993.779,529.176,947.279,655.0,999.25,324.029,1215.34,504.559,1166.1,685.088,1220.81,507.294,1198.93,504.559,1218.07,501.824,1267.31,495.765,1453.95,-1,-1,-1,-1
HAPPY,64.7941,535.529,191.853,493.176,342.735,532.882,636.559,501.118,771.559,464.059,911.853,493.176,-1,-1,128.324,667.882,377.147,673.176,636.559,657.294,869.5,636.118,-1,-1,461.853,657.294,557.147,654.647,382.441,898.176,520.088,837.294,668.324,900.824,318.912,1096.71,528.029,1054.35,755.676,1078.18,528.029,1080.82,543.912,1173.47,543.912,1237.0,549.206,1424.94,-1,-1,-1,-1
FEAR,104.048,548.715,257.18,539.881,433.871,572.274,716.577,566.384,893.268,539.881,1022.84,557.55,-1,-1,160.0,698.903,416.202,725.406,719.522,731.296,969.835,728.351,-1,-1,536.941,728.351,625.287,725.406,422.092,1022.84,587.004,972.774,737.191,1028.73,369.085,1287.87,572.279,1214.25,754.86,1308.49,560.5,1255.48,557.555,1314.38,560.5,1379.16,569.335,1594.14,-1,-1,-1,-1
DISGUST,84.7353,514.353,209.147,506.412,386.5,543.471,661.794,530.235,825.912,482.588,945.029,503.765,-1,-1,145.618,657.294,367.971,673.176,667.088,662.588,900.029,646.706,-1,-1,473.853,678.471,582.382,681.118,410.324,914.059,558.559,877.0,677.676,924.647,333.559,1133.76,534.735,1078.18,733.265,1125.82,534.735,1115.24,540.029,1131.12,545.324,1181.41,542.676,1424.94,-1,-1,-1,-1
SURPRISE,76.0331,547.888,188.301,524.858,369.658,556.524,669.04,527.737,807.217,470.164,954.029,516.222,-1,-1,139.364,691.822,392.688,697.579,674.798,686.064,913.728,665.914,-1,-1,484.805,688.943,579.801,688.943,401.324,976.811,551.015,913.48,697.827,979.689,369.658,1241.65,542.379,1161.05,735.25,1244.53,539.5,1198.47,551.015,1281.95,551.015,1365.43,545.257,1564.06,-1,-1,-1,-1
FEAR,156.837,524.58,296.015,427.577,452.062,440.229,679.808,444.447,882.248,414.924,975.033,486.622,-1,-1,211.664,583.625,439.41,579.407,692.46,579.407,915.988,558.32,-1,-1,523.76,592.06,629.198,592.06,388.8,832.458,561.718,769.195,734.635,832.458,355.06,1140.34,574.37,1013.81,776.81,1127.68,565.935,1047.55,574.37,1127.68,578.588,1178.29,582.805,1494.61,-1,-1,-1,-1
SURPRISE,147.932,516.908,291.089,431.015,450.606,463.736,651.025,451.466,871.895,431.015,945.519,504.638,-1,-1,188.834,598.712,405.614,594.622,667.386,590.532,880.076,570.081,-1,-1,487.418,610.983,597.853,610.983,360.622,864.574,536.5,827.763,716.468,872.755,323.81,1167.25,540.59,1032.27,757.37,1142.71,536.5,1073.17,540.59,1150.89,548.771,1212.24,561.041,1510.82,-1,-1,-1,-1
HAPPY,129.057,556.76,288.845,488.85,464.611,492.845,672.336,488.85,844.107,488.85,959.954,548.771,-1,-1,196.967,588.718,424.664,588.718,672.336,592.712,912.017,584.723,-1,-1,496.569,616.68,592.442,620.675,356.755,864.351,532.521,852.367,700.298,868.346,264.877,1060.09,548.5,1008.16,808.155,1044.11,544.505,1036.12,540.511,1124.01,544.505,1179.93,532.521,1479.53,-1,-1,-1,-1
ANGER,138.548,540.719,312.956,496.425,454.143,490.888,603.636,490.888,786.349,488.119,944.147,521.34,-1,-1,193.915,573.939,398.776,576.708,661.772,579.476,877.706,560.097,-1,-1,481.827,579.476,592.563,582.244,340.64,883.998,506.743,856.314,670.077,897.84,301.882,1141.46,517.816,1075.02,719.908,1130.38,515.048,1113.77,512.279,1130.38,515.048,1196.83,531.658,1476.43,-1,-1,-1,-1
SADNESS,135.184,547.338,291.153,465.455,462.718,406.967,606.988,383.572,821.444,434.261,950.118,508.346,-1,-1,181.975,613.625,415.927,586.33,653.779,570.733,895.529,559.036,-1,-1,490.012,582.431,571.895,586.33,345.741,855.375,529.004,796.887,704.468,851.476,314.548,1132.22,540.702,1011.34,766.855,1101.03,540.702,1050.34,540.702,1069.83,548.5,1136.12,560.198,1420.76,-1,-1,-1,-1
DISGUST,96.0735,564.018,224.191,489.283,379.0,497.29,560.5,481.276,763.353,473.268,899.478,529.32,-1,-1,146.787,590.71,354.978,572.026,613.882,564.018,838.088,561.349,-1,-1,400.353,590.71,509.787,580.033,290.919,825.592,416.368,796.232,597.868,825.592,256.221,1089.83,443.059,1017.77,675.272,1081.83,443.059,1065.81,445.728,1081.83,453.735,1137.88,467.081,1439.49,-1,-1,-1,-1
SADNESS,72.25,411.724,171.184,322.937,366.515,388.893,594.824,355.915,780.007,282.349,899.235,371.136,-1,-1,130.596,530.952,389.346,530.952,589.75,508.121,825.669,480.217,-1,-1,435.007,551.246,531.404,543.636,374.125,825.217,493.353,777.018,610.044,817.607,320.853,1053.53,500.963,979.96,701.368,1012.94,503.5,1023.08,506.037,1053.53,506.037,1096.65,523.794,1337.64,-1,-1,-1,-1
DISGUST,103.529,438.338,226.353,374.368,413.147,443.456,605.059,422.985,794.412,346.221,919.794,397.397,-1,-1,157.265,533.015,418.265,535.574,620.412,517.662,871.176,504.868,-1,-1,448.494,562.568,566.676,558.603,400.353,811.926,515.5,817.624,638.705,785.202,355.55,1057.55,535.971,1003.84,717.647,1026.87,533.412,1044.78,533.412,1065.25,535.971,1118.99,561.559,1359.51,-1,-1,-1,-1
HAPPY,67.0772,443.45,175.298,354.906,359.765,401.638,578.665,362.285,721.32,303.256,883.651,381.961,-1,-1,116.268,536.914,391.739,524.616,573.746,497.561,822.162,472.965,-1,-1,418.794,549.211,519.636,539.373,354.143,773.421,480.879,773.421,620.478,763.193,302.202,979.107,499.96,923.064,726.239,950.119,499.96,950.119,504.879,1031.28,512.257,1080.48,512.043,1332.31,-1,-1,-1,-1
ANGER,79.9044,424.32,197.434,353.312,385.971,414.526,581.853,387.592,758.147,316.585,897.713,355.761,-1,-1,128.875,514.915,388.419,517.364,594.096,490.43,841.397,465.945,-1,-1,444.735,522.261,530.434,519.812,375.264,805.112,495.227,792.702,621.394,794.77,323.556,1026.42,515.743,987.482,718.971,989.93,530.434,1029.11,525.537,1046.25,527.985,1102.56,535.331,1322.93,-1,-1,-1,-1
SURPRISE,72.9228,418.612,177.382,309.057,360.824,370.204,574.838,357.465,753.184,273.388,885.669,377.847,-1,-1,131.522,525.619,376.522,536.467,578.826,514.946,837.261,492.498,-1,-1,421.717,538.62,522.87,534.315,359.304,796.88,480.57,770.208,607.96,800.781,318.413,1044.38,485.665,961.292,681.846,1017.34,490.761,1007.15,490.761,1068.3,498.404,1129.45,499.196,1380.12,-1,-1,-1,-1
FEAR,77.1581,399.178,165.702,300.796,352.629,359.825,561.691,327.851,746.158,241.767,871.596,332.77,-1,-1,146.026,524.616,396.901,514.778,566.61,492.642,805.187,445.91,-1,-1,433.794,524.616,512.5,519.697,382.143,805.006,473.025,773.421,613.342,787.789,335.412,1036.2,505.121,957.498,694.507,987.013,502.662,996.851,505.121,1038.66,507.581,1097.69,544.474,1292.0,-1,-1,-1,-1
FEAR,107.635,369.463,235.338,339.415,396.845,399.511,607.179,425.802,779.954,391.999,900.145,429.558,-1,-1,160.219,470.874,381.821,523.458,610.935,545.993,855.073,527.214,-1,-1,449.428,602.333,543.328,606.089,348.017,823.935,486.988,775.107,599.667,842.715,287.922,1068.07,464.452,1015.49,625.959,1083.1,456.94,1049.29,456.94,1113.14,456.94,1188.26,456.94,1353.53,-1,-1,-1,-1
ANGER,131.619,459.765,272.946,459.765,444.829,517.06,662.548,524.699,838.251,471.224,968.118,494.142,-1,-1,188.914,532.338,418.092,589.633,662.548,593.452,910.824,578.174,-1,-1,502.123,669.845,597.614,673.664,391.354,910.481,547.959,883.744,666.367,933.399,307.322,1139.66,517.402,1112.92,714.113,1155.44,521.221,1128.7,519.312,1138.25,519.312,1163.08,505.943,1380.3,-1,-1,-1,-1
HAPPY,119.078,467.405,252.765,433.028,420.829,505.601,650.007,505.601,825.71,448.306,955.577,509.42,-1,-1,172.553,559.076,401.731,601.092,634.728,608.731,886.824,601.092,-1,-1,474.304,673.664,565.975,673.664,363.534,853.187,516.32,860.826,657.646,879.924,252.765,1009.79,481.943,1021.25,753.137,1028.89,489.582,1059.45,489.582,1143.48,485.763,1200.77,466.664,1399.39,-1,-1,-1,-1
DISGUST,107.635,425.802,246.606,410.779,419.381,452.094,599.667,463.362,749.906,433.314,892.633,459.606,-1,-1,156.463,508.434,370.553,549.749,610.935,557.261,843.805,549.749,-1,-1,441.916,621.113,535.816,617.357,351.773,846.471,490.744,812.667,610.935,853.983,265.386,1038.03,468.208,1015.49,667.275,1049.29,471.964,1034.27,471.964,1049.29,475.72,1071.83,464.452,1319.72,-1,-1,-1,-1
SURPRISE,103.521,420.837,227.786,374.237,418.068,448.02,639.415,444.137,833.58,374.237,946.195,440.253,-1,-1,157.887,521.802,410.301,568.402,631.649,572.285,876.296,556.752,-1,-1,464.667,646.068,561.749,646.068,375.351,855.765,503.5,793.633,635.532,875.182,332.635,1108.18,495.733,1042.16,662.715,1123.71,491.85,1081.0,491.85,1170.31,487.967,1240.21,484.084,1422.73,-1,-1,-1,-1
SADNESS,130.362,418.466,264.431,396.121,443.19,455.707,655.466,470.603,834.224,440.81,960.845,474.328,-1,-1,178.776,519.017,413.397,571.155,651.741,574.879,886.362,567.431,-1,-1,487.879,634.466,595.879,638.19,379.879,872.81,543.741,828.121,651.741,902.603,279.328,1066.47,502.776,1059.02,726.224,1092.53,499.052,1096.26,499.052,1111.16,487.879,1163.29,476.707,1338.33,-1,-1,-1,-1
SURPRISE,113.422,445.136,285.162,385.916,486.513,445.136,681.942,421.448,883.292,329.656,1040.23,385.916,18.6688,510.279,199.292,545.812,436.175,572.461,723.396,572.461,945.474,525.084,1117.21,477.708,519.084,542.851,649.37,542.851,462.825,895.214,607.916,841.916,738.201,889.292,418.409,1212.05,601.994,1096.56,791.5,1194.28,604.955,1126.18,613.838,1330.49,613.838,1416.36,616.799,1591.06,-1,-1,-1,-1
SADNESS,144.903,427.37,309.162,369.084,510.513,408.825,714.513,398.227,899.968,374.383,1053.63,419.422,15.0844,483.006,234.981,517.448,460.175,528.045,735.708,535.994,955.604,509.5,1111.92,480.357,552.903,493.604,674.773,488.305,468.123,835.37,629.734,806.227,764.851,830.071,378.045,1060.56,619.136,1028.77,833.734,1036.72,621.786,1063.21,621.786,1073.81,624.435,1163.89,629.734,1410.28,-1,-1,-1,-1
DISGUST,96.0788,451.799,258.301,418.804,467.266,465.546,637.737,457.298,824.706,399.558,1008.92,410.556,5.34416,517.788,197.812,542.533,406.776,567.279,698.227,561.78,923.689,528.786,1102.41,498.541,470.016,548.032,615.741,537.034,417.775,875.227,566.25,847.732,720.224,864.229,338.038,1086.94,568.999,1070.44,813.708,1056.7,568.999,1111.69,571.749,1128.18,574.498,1216.17,585.496,1460.88,-1,-1,-1,-1
FEAR,126.196,443.739,279.48,384.129,483.858,395.483,696.752,378.452,881.261,358.582,1031.71,398.322,9.81354,514.704,211.353,543.09,438.441,540.251,730.815,534.574,963.58,500.511,1111.19,466.448,529.276,494.834,642.819,497.673,461.149,855.335,614.433,812.756,756.363,835.465,401.539,1147.71,620.11,1045.52,827.327,1099.45,622.949,1079.58,628.626,1247.06,631.465,1326.54,631.465,1519.56,-1,-1,-1,-1
HAPPY,127.164,474.964,294.641,429.546,484.827,486.318,683.528,466.448,868.036,403.999,1046.87,426.708,16.4592,548.767,209.483,574.314,445.086,588.507,734.622,577.153,958.871,534.574,1117.83,494.834,521.728,579.992,663.658,565.799,447.925,886.559,618.24,863.851,763.008,869.528,331.543,1076.74,612.563,1054.04,862.359,1042.68,609.724,1073.91,618.24,1184.61,621.079,1264.09,629.595,1502.53,-1,-1,-1,-1
ANGER,146.494,454.509,319.036,415.548,516.624,460.075,694.732,446.16,878.405,396.068,1039.82,412.765,18.4796,515.734,224.417,537.997,458.183,557.478,739.259,551.912,970.242,518.517,1109.39,487.904,541.671,510.168,666.903,507.385,480.446,869.166,630.724,813.507,758.739,849.686,449.834,1130.76,627.942,1072.32,803.266,1114.06,630.724,1119.63,630.724,1130.76,633.507,1228.16,630.724,1464.71,-1,-1,-1,-1
ANGER,82.5761,503.661,226.242,453.112,420.457,479.717,609.352,469.075,787.604,431.828,939.251,455.773,13.4035,578.155,181.014,570.173,393.853,572.834,657.24,562.192,883.381,543.569,1061.63,532.927,457.704,543.569,590.728,538.248,391.192,868.147,534.858,806.956,689.166,857.506,388.532,1083.65,545.5,1030.44,726.413,1062.36,550.821,1083.65,550.821,1096.95,553.481,1155.48,582.747,1410.89,-1,-1,-1,-1
HAPPY,72.9471,508.843,205.459,409.459,393.185,442.587,644.405,439.827,834.891,390.135,978.446,464.673,3.93043,599.945,177.853,591.663,395.945,599.945,663.73,588.903,884.583,564.057,1061.27,558.535,448.398,550.253,600.235,547.493,376.621,851.166,531.218,818.038,694.097,845.645,313.125,1058.22,545.021,994.721,782.439,1038.89,547.782,1052.69,550.543,1132.75,553.303,1215.57,553.303,1469.56,-1,-1,-1,-1
SURPRISE,82.2143,464.461,206.734,353.188,376.292,398.227,643.877,395.578,837.279,329.344,993.591,422.071,29.2273,565.136,185.539,562.487,402.786,578.383,665.071,565.136,882.318,530.695,1083.67,512.149,458.422,530.695,596.188,522.747,397.487,859.214,535.253,806.227,688.916,845.968,386.89,1113.55,548.5,1007.58,741.903,1097.66,551.149,1071.16,551.149,1124.15,551.149,1222.18,572.344,1420.88,-1,-1,-1,-1
DISGUST,75.9694,491.478,215.428,403.671,383.294,421.749,620.89,414.001,809.417,377.845,954.04,439.827,19.1531,571.537,171.524,571.537,393.624,579.285,646.715,566.372,868.815,537.964,1047.01,525.051,447.858,522.468,579.569,514.721,362.634,827.211,527.917,816.88,685.454,824.628,370.381,1064.81,533.083,953.756,721.609,1044.15,533.083,1026.07,533.083,1038.98,540.83,1119.04,558.908,1379.88,-1,-1,-1,-1
SADNESS,71.8228,485.817,191.133,418.381,380.472,423.569,606.123,408.006,795.463,384.663,951.084,439.131,6.98052,576.596,157.415,574.003,380.472,571.409,637.248,558.441,857.712,527.316,1044.46,511.754,445.314,522.129,567.218,516.942,388.253,861.903,515.344,807.435,660.591,841.153,359.723,1100.52,528.313,1009.74,722.84,1074.59,536.094,1074.59,536.094,1084.96,541.281,1160.18,554.25,1393.61,-1,-1,-1,-1
FEAR,90.1401,466.398,221.583,384.246,399.58,403.415,632.344,400.676,824.032,370.554,969.168,419.845,16.2032,554.027,183.246,548.55,402.318,562.242,662.467,556.765,881.539,523.904,1059.54,512.951,465.301,515.689,596.745,510.212,407.795,860.728,533.762,800.483,678.897,849.775,391.365,1126.35,541.977,1016.82,730.927,1093.49,550.192,1082.54,550.192,1148.26,550.192,1241.37,566.622,1457.7,-1,-1,-1,-1
HAPPY,99.4712,458.133,257.745,393.385,462.781,450.939,732.565,458.133,944.795,386.191,1081.49,461.73,-1,-1,196.594,508.493,430.406,526.478,750.55,519.284,977.169,497.701,-1,-1,567.097,587.629,664.219,587.629,444.795,803.457,603.068,846.622,782.924,799.86,326.09,1012.09,595.874,986.91,876.45,994.104,599.471,1022.88,606.665,1163.17,613.86,1231.51,610.263,1454.54,-1,-1,-1,-1
HAPPY,94.5667,486.315,164.374,401.811,373.796,405.485,686.093,398.137,932.256,390.789,998.389,453.248,-1,-1,160.7,567.144,406.863,570.819,682.419,556.122,935.93,537.752,-1,-1,484.019,512.033,583.219,504.685,417.885,875.767,553.826,879.441,675.07,857.396,333.381,1059.47,553.826,1044.77,785.293,1059.47,553.826,1074.17,550.152,1143.97,550.152,1213.78,550.152,1467.29,32.1074,912.507,1086.57,853.722
HAPPY,99.8636,388.136,290.773,287.227,530.773,314.5,713.5,314.5,958.955,270.864,1130.77,352.682,18.0455,464.5,238.955,469.955,468.045,483.591,759.864,478.136,988.955,459.045,1231.68,448.136,552.591,423.591,702.591,418.136,443.5,753.591,650.773,726.318,836.227,748.136,342.591,1015.41,648.045,928.136,948.045,988.136,648.045,977.227,650.773,1102.68,650.773,1176.32,658.955,1465.41,-1,-1,-1,-1
ANGER,102.736,375.608,273.808,350.45,512.806,312.713,631.047,302.65,849.919,322.776,1071.31,330.324,4.62059,453.596,205.882,453.596,439.849,441.018,729.162,428.439,973.192,418.376,1212.19,388.186,512.806,398.25,643.626,388.186,437.333,740.394,598.342,664.921,774.446,727.815,397.081,1042.29,620.984,949.203,872.561,1032.22,626.016,989.455,626.016,1002.03,626.016,1059.9,626.016,1344.18,-1,-1,-1,-1
SADNESS,146.7,361.81,361.209,314.723,565.253,262.404,701.283,254.556,931.487,278.099,1109.37,327.802,21.1345,445.52,253.955,445.52,489.391,437.673,764.066,440.288,1012.58,427.209,1240.17,416.745,573.101,385.353,696.051,382.737,484.159,735.891,659.428,667.877,819.001,733.276,426.608,1007.95,667.276,921.624,902.712,994.871,669.891,947.784,669.891,960.864,669.891,1002.72,685.587,1382.03,-1,-1,-1,-1
DISGUST,137.105,351.402,329.962,311.327,585.435,298.804,710.667,301.309,918.552,298.804,1106.4,328.86,29.4054,416.522,249.814,419.027,497.773,426.541,778.292,421.532,1001.21,419.027,1214.1,411.513,572.912,368.934,715.676,363.925,485.25,636.93,665.583,586.838,820.871,639.435,445.175,952.515,658.07,829.788,868.459,957.524,658.07,887.394,658.07,945.001,658.07,1020.14,670.593,1340.73,-1,-1,-1,-1
FEAR,132.368,363.324,305.489,265.943,562.465,244.303,727.47,241.598,946.576,201.023,1141.34,292.994,32.2829,439.064,254.094,447.179,492.135,449.884,778.865,444.474,1014.2,420.129,1244.13,420.129,589.515,390.374,705.83,387.669,486.724,763.665,667.96,674.4,857.311,758.255,470.494,1074.74,689.6,974.656,919.526,1077.45,692.305,1012.53,697.715,1082.86,697.715,1169.42,692.305,1442.62,-1,-1,-1,-1
SURPRISE,105.006,401.695,289.526,269.071,534.591,266.188,696.045,263.305,935.344,271.955,1114.1,346.916,18.513,482.422,246.279,473.773,479.812,476.656,771.006,468.006,1013.19,447.825,1229.42,444.942,563.422,398.812,701.812,390.162,494.227,764.968,664.331,652.526,834.435,756.318,471.162,1128.24,681.63,961.019,889.214,1110.94,684.513,1010.03,696.045,1180.14,696.045,1260.86,693.162,1549.18,-1,-1,-1,-1
ANGER,95.1327,414.602,246.969,375.418,418.398,404.806,648.602,392.561,820.031,353.378,971.867,370.52,11.8673,468.48,205.337,502.765,408.602,522.357,687.786,497.867,900.847,468.48,1040.44,434.194,477.173,480.724,602.071,468.48,437.99,796.643,560.439,786.847,673.092,784.398,374.316,1007.26,562.888,975.418,744.112,990.112,562.888,1019.5,562.888,1031.74,562.888,1102.77,565.337,1308.48,-1,-1,-1,-1
HAPPY,81.1512,441.569,218.906,393.981,409.259,414.018,629.667,393.981,832.543,348.897,965.288,376.448,18.5353,514.203,186.346,526.726,396.736,541.754,679.76,514.203,885.14,486.652,1047.94,461.606,464.361,504.185,587.088,496.671,406.754,782.199,544.509,787.209,687.274,767.172,301.559,939.992,547.014,907.431,797.478,909.936,549.519,962.533,549.519,1045.19,554.528,1120.33,569.556,1333.22,-1,-1,-1,-1
SADNESS,97.5928,441.78,237.797,393.346,434.083,418.838,650.762,398.444,847.047,365.305,977.055,411.19,8.37199,515.706,197.01,536.099,395.845,538.648,691.548,525.903,895.481,513.157,1050.98,495.313,482.517,495.313,607.426,487.665,434.083,826.704,566.639,793.565,678.802,819.057,355.058,1038.28,561.541,977.105,760.376,1030.64,561.541,1015.34,561.541,1028.09,564.09,1102.01,564.09,1354.38,-1,-1,-1,-1
SURPRISE,62.6892,377.144,188.144,313.136,380.166,364.342,610.593,356.661,789.814,315.697,933.19,369.463,6.36271,484.676,167.661,502.598,369.925,510.279,646.437,497.478,851.261,476.995,992.077,459.073,451.854,461.634,561.947,459.073,390.407,781.671,513.301,743.266,638.756,773.99,334.081,1022.34,513.301,953.211,684.841,1014.66,513.301,994.175,513.301,1086.35,513.301,1175.96,515.862,1370.54,-1,-1,-1,-1
DISGUST,70.6484,379.459,211.198,334.198,382.715,384.224,639.992,377.077,809.127,331.815,956.823,353.255,8.7115,458.071,173.083,479.511,385.097,500.951,663.814,489.04,871.064,465.218,1028.29,439.014,456.563,472.365,587.583,467.6,401.773,772.52,528.029,782.049,647.138,758.227,344.6,972.624,528.029,920.216,699.546,958.331,528.029,970.242,528.029,986.917,530.411,1072.68,535.175,1277.54,-1,-1,-1,-1
FEAR,86.0325,378.836,226.893,334.353,404.823,383.778,659.361,378.836,819.992,331.882,965.795,359.066,6.95269,477.686,182.411,497.455,399.88,514.754,679.131,509.812,881.773,487.571,1030.05,465.329,481.431,475.214,595.109,472.743,409.765,789.062,548.155,789.062,666.775,789.062,328.214,981.819,538.27,957.107,735.969,971.934,538.27,999.118,538.27,1048.54,540.741,1125.15,548.155,1320.38,-1,-1,-1,-1
HAPPY,52.8714,460.321,190.214,366.35,381.771,398.879,605.857,409.721,819.1,380.807,960.057,474.779,-1,-1,132.386,503.693,378.157,521.764,623.929,528.993,862.471,525.379,-1,-1,447.476,498.936,544.142,502.517,322.17,788.932,497.599,703.007,673.028,785.351,204.024,964.361,490.439,942.88,784.014,957.2,490.439,982.262,483.278,1075.35,479.698,1154.11,472.538,1415.46,-1,-1,-1,-1
HAPPY,59.3329,386.397,199.386,274.354,402.463,333.877,581.031,337.378,696.574,267.351,924.16,340.879,-1,-1,122.357,470.428,381.455,463.426,609.041,449.42,889.147,445.919,-1,-1,454.983,459.924,539.015,456.423,367.45,743.532,504.001,722.524,637.052,726.025,265.911,908.094,504.001,869.58,724.585,894.089,511.004,911.595,496.999,1016.64,500.5,1097.17,507.503,1272.23,-1,-1,-1,-1
DISGUST,220.938,458.851,381.346,368.439,562.17,388.854,769.242,388.854,964.648,350.94,1084.23,432.602,101.361,523.014,296.767,514.264,524.255,502.598,786.741,502.598,1014.23,502.598,1174.64,490.932,606.235,431.729,711.796,423.17,509.673,788.417,677.56,748.411,842.155,776.75,480.507,1071.32,693.413,1004.24,882.986,1065.49,693.413,1059.65,693.413,1071.32,696.329,1155.9,707.995,1465.05,-1,-1,-1,-1
SADNESS,171.296,440.255,306.48,333.235,506.439,288.173,703.582,285.357,895.092,324.786,999.296,423.357,38.9286,490.949,247.337,479.684,458.561,468.418,717.663,468.418,928.888,479.684,1100.68,476.867,554.255,378.311,634.15,375.556,464.194,792.296,601.09,692.38,734.561,792.296,354.357,1017.6,593.745,1011.97,819.051,1028.87,596.561,1051.4,596.561,1068.3,596.561,1144.34,616.276,1471.03,-1,-1,-1,-1
HAPPY,153.591,480.318,294.162,368.5,495.435,413.227,722.266,410.032,901.175,371.695,1028.97,467.539,41.7727,541.019,230.266,541.019,460.292,537.825,725.461,541.019,952.292,550.604,1134.4,541.019,534.747,466.721,647.255,469.847,437.929,806.188,581.625,763.618,757.409,818.968,329.305,1103.31,594.474,1013.85,837.279,1096.92,594.474,1048.99,600.864,1320.55,600.864,1400.42,610.448,1707.12,-1,-1,-1,-1
ANGER,137.405,454.225,287.639,384.474,504.942,413.984,620.3,405.936,800.044,373.743,955.643,419.35,8.63358,510.563,212.522,499.832,432.507,494.467,687.368,483.736,915.402,486.418,1081.73,473.005,524.13,454.819,615.981,452.195,440.556,816.396,579.24,730.373,719.561,792.251,397.632,1076.62,588.107,1022.97,781.264,1055.16,588.107,1071.26,588.107,1081.99,588.107,1178.57,598.838,1430.74,-1,-1,-1,-1
SURPRISE,133.548,478.454,272.65,351.997,487.626,374.127,693.118,367.804,889.125,339.352,1012.42,453.162,26.0603,554.327,228.391,532.198,443.366,519.552,708.925,516.391,914.417,525.875,1094.62,516.391,526.389,430.912,634.629,424.727,449.689,807.24,591.333,699.965,731.055,794.595,399.107,1107.57,601.437,1006.41,778.476,1098.09,598.276,1056.99,598.276,1173.96,601.437,1256.16,598.276,1629.21,-1,-1,-1,-1
FEAR,102.969,480.713,273.173,369.307,461.945,394.064,663.096,397.159,839.489,366.212,988.031,459.051,7.03618,533.322,217.47,533.322,421.715,533.322,687.853,536.417,898.287,536.417,1083.96,530.227,506.146,455.097,615.126,455.097,421.715,839.689,567.162,756.135,718.799,830.405,344.35,1115.11,560.973,1053.22,771.407,1121.3,564.068,1093.45,560.973,1183.19,557.878,1254.37,570.257,1628.82,-1,-1,-1,-1
SURPRISE,114.493,416.327,252.795,327.968,425.673,358.701,675.385,374.068,829.054,339.493,986.565,370.227,-1,-1,191.327,535.421,441.04,550.788,679.227,554.629,928.939,543.104,-1,-1,506.349,604.572,606.234,600.73,417.989,869.651,544.766,808.183,698.435,881.176,368.047,1184.67,552.45,1084.79,740.694,1169.31,552.45,1138.57,552.45,1242.3,548.608,1326.82,560.133,1561.16,-1,-1,-1,-1
FEAR,145.162,385.291,287.608,306.155,445.881,345.723,710.989,369.464,908.831,321.982,1035.45,412.989,-1,-1,208.471,527.737,445.881,527.737,703.076,531.694,952.356,535.651,-1,-1,540.845,579.176,639.766,579.176,449.838,840.327,584.371,784.932,734.73,871.982,386.529,1168.74,568.543,1046.08,754.514,1168.74,576.457,1101.48,568.543,1239.97,572.5,1319.1,560.629,1564.43,-1,-1,-1,-1
